Date,Tmin,Tmax,Tmean,Rainfall
3/4/2016,8.07,17.63,11.51,0
3/5/2016,3.5,16,9.75,4
3/6/2016,9.11,24.36,15.87,0
3/7/2016,13.4,20.75,15.62,1.6
3/8/2016,12.1,23.98,17.01,0
3/9/2016,13.43,22.87,16.08,0
3/10/2016,8.19,24.6,13.02,0
3/11/2016,-1.78,17.56,6.08,0
3/12/2016,-1.36,15.72,5.47,0
3/13/2016,4.69,16.77,9.16,0
3/14/2016,2.07,17.32,7.92,0
3/15/2016,2.88,16.42,6.42,2.3
3/16/2016,2.61,14.17,6.14,0.5
3/17/2016,-0.45,17.99,7.51,0
3/18/2016,0.88,14.19,6.89,0
3/19/2016,4.51,14.72,7.3,0
3/20/2016,5.31,12.68,7.85,0.5
3/21/2016,4.71,12.65,7.34,2.6
3/22/2016,1.21,14.82,6.23,9.8
3/23/2016,0.41,15.8,6.25,0
3/24/2016,-1.44,18.63,7.91,0
3/25/2016,-1.38,19.7,8.15,0
3/26/2016,-0.79,18.79,8.66,0
3/27/2016,7.37,18.06,10.96,0
3/28/2016,3.09,9.16,7.15,9.9
3/29/2016,0.99,17.7,7.85,0
3/30/2016,4.12,18.84,9.58,4.5
3/31/2016,3.22,12.12,6.78,0
4/1/2016,-7.15,12.22,0.28,0.2
4/2/2016,0.52,11.1,4.14,0
4/3/2016,4.58,15.13,7.66,0.6
4/4/2016,6.81,15.96,11.03,0.1
4/5/2016,10,18,14,0.3
4/6/2016,10.69,25.57,15.93,2
4/7/2016,13.91,19.75,15.62,0.4
4/8/2016,13.06,24.17,17.12,9.5
4/9/2016,13.47,21.32,16.45,0.7
4/10/2016,9.85,18.51,13.16,0
4/11/2016,-2.3,17.7,5.51,1.5
4/12/2016,-4.53,17.46,3.44,0
4/13/2016,5.54,19.08,11.15,0
4/14/2016,5.05,14.29,7.88,11
4/15/2016,4.04,18.82,9.94,5.5
4/16/2016,5.74,14.94,9.33,0.1
4/17/2016,4.64,20.06,10.2,3.3
4/18/2016,7.62,13.95,10.12,5
4/19/2016,8.49,21.72,12.98,0
4/20/2016,8.77,21.63,13.12,15.3
4/21/2016,9,19,14,0.2
4/22/2016,11,16,13.5,3.1
4/23/2016,9,19,14,1.5
4/24/2016,6,19,12.5,1.3
4/25/2016,5,19,12,0
4/26/2016,2,18.5,10.25,0
4/27/2016,8,20.5,14.25,0
4/28/2016,9,22,15.5,0
4/29/2016,6,21,13.5,0
4/30/2016,9,21,15,3.7
5/1/2016,-7.77,12.8,0.58,0.7
5/2/2016,-0.99,12.68,5.39,3.3
5/3/2016,1.02,17.82,6.37,0
5/4/2016,8.07,20.15,11.51,0
5/5/2016,8.07,15.99,11.17,5.1
5/6/2016,11.73,21.15,14.77,2.3
5/7/2016,13.26,21.6,16.23,0
5/8/2016,12.8,23.02,16.48,6.5
5/9/2016,13.47,22.63,16.06,0
5/10/2016,9.78,20.67,13.16,2.2
5/11/2016,-2.1,16.7,4.51,0.3
5/12/2016,-5.64,17.3,3.05,0.8
5/13/2016,8.09,17.51,12.01,4.8
5/14/2016,9.9,17.94,12.76,6.4
5/15/2016,10.61,13.95,11.75,13.7
5/16/2016,10.59,18.3,12.78,0.4
5/17/2016,9.09,20.22,13.05,0
5/18/2016,7.95,15.84,11.41,1.2
5/19/2016,7.77,19.46,12.99,2.8
5/20/2016,9.34,16.56,12.17,3.4
5/21/2016,8.89,20.01,13.43,0
5/22/2016,6.86,20.6,12.32,3.2
5/23/2016,6.46,24.99,12.95,0.1
5/24/2016,3.43,21.2,11.25,4.1
5/25/2016,9.56,16.42,11.88,4.6
5/26/2016,7.72,16.13,11.18,1.5
5/27/2016,8.24,15.58,11.3,0
5/28/2016,8.22,21.03,12.31,18
5/29/2016,8.64,20.41,12.22,2.6
5/30/2016,9.83,16.25,12.02,2.2
5/31/2016,9.44,17.03,11.7,4.9
6/1/2016,-1.93,9.58,2.34,0
6/2/2016,2.9,13.02,5.9,0
6/3/2016,1.51,15.65,6.85,0
6/4/2016,7.04,18.63,10.13,0
6/5/2016,7.67,14.46,10.16,1.3
6/6/2016,12.22,20.7,14.35,0.4
6/7/2016,13.43,21.56,16.66,0.3
6/8/2016,12,23.64,16.28,0
6/9/2016,13.14,22.8,16.16,0
6/10/2016,10.37,19.67,13.43,2
6/11/2016,-3.96,17.7,4.66,0
6/12/2016,-5.05,16.27,2.87,0
6/13/2016,12.77,23.95,15.96,8.8
6/14/2016,12.36,20.58,15.15,3.3
6/15/2016,13.4,21.87,15.91,0
6/16/2016,11.47,23.54,16.61,8.3
6/17/2016,13.47,22.11,15.55,2.9
6/18/2016,13.45,22.37,16.31,7.9
6/19/2016,13.62,22.11,15.82,0.8
6/20/2016,13.02,19.46,15.42,1.5
6/21/2016,13.71,21.34,15.7,0.4
6/22/2016,13.38,20.2,15.39,0.2
6/23/2016,13.67,20.51,15.5,0
6/24/2016,13.88,19.67,15.73,4.5
6/25/2016,13.33,21.84,16.18,0
6/26/2016,13.57,23.81,17.5,0.7
6/27/2016,13.33,24.65,17.08,0
6/28/2016,14.7,23.74,17.47,0
6/29/2016,14.6,22.01,17.51,0.7
6/30/2016,14.12,16.96,15.17,4.4
7/1/2016,0.16,10.93,3.51,0
7/2/2016,1.8,15.89,6.49,4.3
7/3/2016,3.27,17.11,7.83,11.4
7/4/2016,6.46,20.01,11.22,1.4
7/5/2016,8.24,18.75,11.44,1.2
7/6/2016,11.88,19.91,14.4,0.6
7/7/2016,12.61,24.41,17,12
7/8/2016,12.61,22.92,16.03,6.7
7/9/2016,13.28,23.18,16.28,18.1
7/10/2016,11.56,20.06,14.26,16.2
7/11/2016,-4.17,18.2,4.59,0.4
7/12/2016,-5.36,16.84,3.04,1.2
7/13/2016,13.52,24.1,17.36,3.2
7/14/2016,14.41,23.23,16.62,3.3
7/15/2016,14.12,24.29,16.43,6.1
7/16/2016,13.45,23.14,16.23,6.4
7/17/2016,13.79,19.15,15.57,1.6
7/18/2016,13.67,21.22,16.49,1.2
7/19/2016,14.39,18.87,15.95,2.1
7/20/2016,14.55,22.97,16.44,0.6
7/21/2016,13.95,19.79,16.15,8.5
7/22/2016,13.79,18.2,15.32,6.1
7/23/2016,13.38,19.22,15.16,0.7
7/24/2016,13.23,18.39,15.03,13.4
7/25/2016,12.94,18.37,14.53,7.4
7/26/2016,12.12,19.94,14.66,10.3
7/27/2016,11.83,21.27,15.34,0.5
7/28/2016,12.24,21.89,15.56,0.3
7/29/2016,12.61,23.16,15.58,19.3
7/30/2016,12.73,24.03,15.19,5.6
7/31/2016,10.27,21.41,14.82,12.1
8/1/2016,-2.98,7.87,1.73,10.7
8/2/2016,-0.7,12,3.98,2.9
8/3/2016,3.38,15.08,7.14,0.5
8/4/2016,5.26,19.48,9.04,4.1
8/5/2016,6.26,17.68,11.02,3.6
8/6/2016,11.1,22.27,15.49,1
8/7/2016,13.86,24.27,16.65,3.5
8/8/2016,12.41,23.3,16.98,0
8/9/2016,12.94,22.78,16.55,0.8
8/10/2016,11.2,18.37,13.53,0.7
8/11/2016,-4.41,17.61,4.4,0
8/12/2016,-4.71,18.03,3.85,0
8/13/2016,13.23,25.99,17.06,13.3
8/14/2016,13.21,22.97,16.62,7
8/15/2016,12.44,25.16,17.45,4.1
8/16/2016,12.61,24.82,16.46,0.1
8/17/2016,12.82,22.03,15.89,6.4
8/18/2016,12.82,23.64,15.93,4.6
8/19/2016,11.54,24.24,17.25,0
8/20/2016,11.39,25.82,17.87,5.6
8/21/2016,8.94,24.73,14.17,8.9
8/22/2016,11.78,22.51,15.78,5.2
8/23/2016,12.94,24.19,16.17,5.8
8/24/2016,9.01,24.58,15.89,5
8/25/2016,7.44,24.99,15.05,1.2
8/26/2016,9.29,22.54,13.97,0
8/27/2016,6.99,24.73,15.35,0.1
8/28/2016,13.16,24.15,16.44,0.1
8/29/2016,12.9,24.7,16.57,0
8/30/2016,12.85,23.18,16.27,0.5
8/31/2016,12.34,23.3,16.1,0
9/1/2016,-2.36,5.59,0.53,3.4
9/2/2016,-1.3,10.91,2.99,3
9/3/2016,2.69,17.39,7.86,0.1
9/4/2016,4.84,17.99,9.13,2.8
9/5/2016,5.44,20.48,11.64,7.9
9/6/2016,10.57,23.54,15.93,1.3
9/7/2016,13.76,24.39,16.95,0.2
9/8/2016,13.33,22.8,16.3,0
9/9/2016,12.32,19.89,14.91,17.4
9/10/2016,10.2,18.58,12.89,6.3
9/11/2016,-4.23,18.08,4.99,3.6
9/12/2016,-4.71,16.3,3.19,2.1
9/13/2016,10.88,19.67,13.38,0.2
9/14/2016,12.1,19.94,14.83,0.9
9/15/2016,12.17,19.25,15.02,14.7
9/16/2016,12.27,20.29,14.94,0.6
9/17/2016,11.61,20.91,14.72,0.1
9/18/2016,12.34,20.46,14.97,4.7
9/19/2016,12.94,21.34,14.74,0.7
9/20/2016,11.78,23.09,14.68,7.1
9/21/2016,10.52,17.37,13.16,1.4
9/22/2016,11.15,20.67,14.43,5.8
9/23/2016,11.42,17.75,13.55,0
9/24/2016,11.27,21.17,14.18,8.7
9/25/2016,10.05,12.73,11.41,8.9
9/26/2016,9.93,19.53,13.57,0
9/27/2016,11.08,21.91,15.11,1.4
9/28/2016,10.42,19.86,14.11,0.3
9/29/2016,11.69,22.63,14.48,9.8
9/30/2016,12.1,20.96,14.86,0
10/1/2016,-8,12.05,-0.44,6.6
10/2/2016,1.04,10.93,4.13,0.3
10/3/2016,2.45,15.56,7.7,0
10/4/2016,4.51,19.6,11.01,0.2
10/5/2016,6.76,22.99,12.72,2.1
10/6/2016,12.29,24.34,16.21,1.5
10/7/2016,13.47,22.25,15.84,0.2
10/8/2016,12.94,23.21,16.31,0.1
10/9/2016,12.68,22.61,15.37,1.4
10/10/2016,10.98,17.8,13.24,0.4
10/11/2016,-2.95,16.58,5.44,34.3
10/12/2016,-4.59,15.94,3.29,32.9
10/13/2016,8.24,13.04,10.46,5.8
10/14/2016,5.95,18.72,10.36,0
